r,i,reg_cap_cost_mult
b208,OFSWIND,1
b208,ONSWIND,1
b208,coal-CCS_mod,1
b208,coal-CCS_max,1
b208,Gas-CC-CCS_mod,1
b208,Gas-CC-CCS_max,1
b208,beccs_mod,1
b208,beccs_max,1
b208,dac_gas,1
b208,egs_allkm_1,1
b208,egs_allkm_2,1
b208,egs_allkm_3,1
b208,egs_allkm_4,1
b208,egs_allkm_5,1
b208,egs_allkm_6,1
b208,egs_allkm_7,1
b208,egs_allkm_8,1
b208,egs_allkm_9,1
b208,egs_allkm_10,1
b208,geohydro_allkm_1,1
b208,geohydro_allkm_2,1
b208,geohydro_allkm_3,1
b208,geohydro_allkm_4,1
b208,geohydro_allkm_5,1
b208,geohydro_allkm_6,1
b208,geohydro_allkm_7,1
b208,geohydro_allkm_8,1
b208,geohydro_allkm_9,1
b208,geohydro_allkm_10,1
b208,egs_nearfield_1,1
b208,egs_nearfield_2,1
b208,egs_nearfield_3,1
b208,egs_nearfield_4,1
b208,egs_nearfield_5,1
b208,egs_nearfield_6,1
b208,egs_nearfield_7,1
b208,egs_nearfield_8,1
b208,egs_nearfield_9,1
b208,egs_nearfield_10,1
b209,BATTERY,1
b209,biopower,1
b209,caes,1
b209,can-imports,1
b209,coal-CCS-F1,1
b209,coal-CCS-F2,1
b209,coal-CCS-F3,1
b209,Coal-IGCC,1
b209,coal-new,1
b209,CoalOldScr,1
b209,CoalOldUns,1
b209,CofireNew,1
b209,CofireOld,1
b209,csp1_1,1
b209,csp1_10,1
b209,csp1_11,1
b209,csp1_12,1
b209,csp1_2,1
b209,csp1_3,1
b209,csp1_4,1
b209,csp1_5,1
b209,csp1_6,1
b209,csp1_7,1
b209,csp1_8,1
b209,csp1_9,1
b209,dac,1
b209,distpv,1
b209,dupv_1,1
b209,dupv_10,1
b209,dupv_2,1
b209,dupv_3,1
b209,dupv_4,1
b209,dupv_5,1
b209,dupv_6,1
b209,dupv_7,1
b209,dupv_8,1
b209,dupv_9,1
b209,electrolyzer,1
b209,Gas-CC,1
b209,Gas-CC-CCS-F1,1
b209,Gas-CC-CCS-F2,1
b209,Gas-CC-CCS-F3,1
b209,Gas-CT,1
b209,hydD,1
b209,hydED,1
b209,hydEND,1
b209,hydND,1
b209,hydNPD,1
b209,hydNPND,1
b209,Hydro,1
b209,hydSD,1
b209,hydSND,1
b209,hydUD,1
b209,hydUND,1
b209,ice,1
b209,lfill-gas,1
b209,MHKwave,1
b209,Nuclear,1
b209,Nuclear-SMR,1
b209,Ocean,1
b209,o-g-s,1
b209,PSH,1
b209,H2-CC,1
b209,H2-CT,1
b209,smr,1
b209,smr_ccs,1
b209,UPV,1
b209,OFSWIND,1
b209,ONSWIND,1
b209,coal-CCS_mod,1
b209,coal-CCS_max,1
b209,Gas-CC-CCS_mod,1
b209,Gas-CC-CCS_max,1
b209,beccs_mod,1
b209,beccs_max,1
b209,dac_gas,1
b209,egs_allkm_1,1
b209,egs_allkm_2,1
b209,egs_allkm_3,1
b209,egs_allkm_4,1
b209,egs_allkm_5,1
b209,egs_allkm_6,1
b209,egs_allkm_7,1
b209,egs_allkm_8,1
b209,egs_allkm_9,1
b209,egs_allkm_10,1
b209,geohydro_allkm_1,1
b209,geohydro_allkm_2,1
b209,geohydro_allkm_3,1
b209,geohydro_allkm_4,1
b209,geohydro_allkm_5,1
b209,geohydro_allkm_6,1
b209,geohydro_allkm_7,1
b209,geohydro_allkm_8,1
b209,geohydro_allkm_9,1
b209,geohydro_allkm_10,1
b209,egs_nearfield_1,1
b209,egs_nearfield_2,1
b209,egs_nearfield_3,1
b209,egs_nearfield_4,1
b209,egs_nearfield_5,1
b209,egs_nearfield_6,1
b209,egs_nearfield_7,1
b209,egs_nearfield_8,1
b209,egs_nearfield_9,1
b209,egs_nearfield_10,1
b210,BATTERY,1
b210,biopower,1
b210,caes,1
b210,can-imports,1
b210,coal-CCS-F1,1
b210,coal-CCS-F2,1
b210,coal-CCS-F3,1
b210,Coal-IGCC,1
b210,coal-new,1
b210,CoalOldScr,1
b210,CoalOldUns,1
b210,CofireNew,1
b210,CofireOld,1
b210,csp1_1,1
b210,csp1_10,1
b210,csp1_11,1
b210,csp1_12,1
b210,csp1_2,1
b210,csp1_3,1
b210,csp1_4,1
b210,csp1_5,1
b210,csp1_6,1
b210,csp1_7,1
b210,csp1_8,1
b210,csp1_9,1
b210,dac,1
b210,distpv,1
b210,dupv_1,1
b210,dupv_10,1
b210,dupv_2,1
b210,dupv_3,1
b210,dupv_4,1
b210,dupv_5,1
b210,dupv_6,1
b210,dupv_7,1
b210,dupv_8,1
b210,dupv_9,1
b210,electrolyzer,1
b210,Gas-CC,1
b210,Gas-CC-CCS-F1,1
b210,Gas-CC-CCS-F2,1
b210,Gas-CC-CCS-F3,1
b210,Gas-CT,1
b210,hydD,1
b210,hydED,1
b210,hydEND,1
b210,hydND,1
b210,hydNPD,1
b210,hydNPND,1
b210,Hydro,1
b210,hydSD,1
b210,hydSND,1
b210,hydUD,1
b210,hydUND,1
b210,ice,1
b210,lfill-gas,1
b210,MHKwave,1
b210,Nuclear,1
b210,Nuclear-SMR,1
b210,Ocean,1
b210,o-g-s,1
b210,PSH,1
b210,H2-CC,1
b210,H2-CT,1
b210,smr,1
b210,smr_ccs,1
b210,UPV,1
b210,OFSWIND,1
b210,ONSWIND,1
b210,coal-CCS_mod,1
b210,coal-CCS_max,1
b210,Gas-CC-CCS_mod,1
b210,Gas-CC-CCS_max,1
b210,beccs_mod,1
b210,beccs_max,1
b210,dac_gas,1
b210,egs_allkm_1,1
b210,egs_allkm_2,1
b210,egs_allkm_3,1
b210,egs_allkm_4,1
b210,egs_allkm_5,1
b210,egs_allkm_6,1
b210,egs_allkm_7,1
b210,egs_allkm_8,1
b210,egs_allkm_9,1
b210,egs_allkm_10,1
b210,geohydro_allkm_1,1
b210,geohydro_allkm_2,1
b210,geohydro_allkm_3,1
b210,geohydro_allkm_4,1
b210,geohydro_allkm_5,1
b210,geohydro_allkm_6,1
b210,geohydro_allkm_7,1
b210,geohydro_allkm_8,1
b210,geohydro_allkm_9,1
b210,geohydro_allkm_10,1
b210,egs_nearfield_1,1
b210,egs_nearfield_2,1
b210,egs_nearfield_3,1
b210,egs_nearfield_4,1
b210,egs_nearfield_5,1
b210,egs_nearfield_6,1
b210,egs_nearfield_7,1
b210,egs_nearfield_8,1
b210,egs_nearfield_9,1
b210,egs_nearfield_10,1
b211,BATTERY,1
b211,biopower,1
b211,caes,1
b211,can-imports,1
b211,coal-CCS-F1,1
b211,coal-CCS-F2,1
b211,coal-CCS-F3,1
b211,Coal-IGCC,1
b211,coal-new,1
b211,CoalOldScr,1
b211,CoalOldUns,1
b211,CofireNew,1
b211,CofireOld,1
b211,csp1_1,1
b211,csp1_10,1
b211,csp1_11,1
b211,csp1_12,1
b211,csp1_2,1
b211,csp1_3,1
b211,csp1_4,1
b211,csp1_5,1
b211,csp1_6,1
b211,csp1_7,1
b211,csp1_8,1
b211,csp1_9,1
b211,dac,1
b211,distpv,1
b211,dupv_1,1
b211,dupv_10,1
b211,dupv_2,1
b211,dupv_3,1
b211,dupv_4,1
b211,dupv_5,1
b211,dupv_6,1
b211,dupv_7,1
b211,dupv_8,1
b211,dupv_9,1
b211,electrolyzer,1
b211,Gas-CC,1
b211,Gas-CC-CCS-F1,1
b211,Gas-CC-CCS-F2,1
b211,Gas-CC-CCS-F3,1
b211,Gas-CT,1
b211,hydD,1
b211,hydED,1
b211,hydEND,1
b211,hydND,1
b211,hydNPD,1
b211,hydNPND,1
b211,Hydro,1
b211,hydSD,1
b211,hydSND,1
b211,hydUD,1
b211,hydUND,1
b211,ice,1
b211,lfill-gas,1
b211,MHKwave,1
b211,Nuclear,1
b211,Nuclear-SMR,1
b211,Ocean,1
b211,o-g-s,1
b211,PSH,1
b211,H2-CC,1
b211,H2-CT,1
b211,smr,1
b211,smr_ccs,1
b211,UPV,1
b211,OFSWIND,1
b211,ONSWIND,1
b211,coal-CCS_mod,1
b211,coal-CCS_max,1
b211,Gas-CC-CCS_mod,1
b211,Gas-CC-CCS_max,1
b211,beccs_mod,1
b211,beccs_max,1
b211,dac_gas,1
b211,egs_allkm_1,1
b211,egs_allkm_2,1
b211,egs_allkm_3,1
b211,egs_allkm_4,1
b211,egs_allkm_5,1
b211,egs_allkm_6,1
b211,egs_allkm_7,1
b211,egs_allkm_8,1
b211,egs_allkm_9,1
b211,egs_allkm_10,1
b211,geohydro_allkm_1,1
b211,geohydro_allkm_2,1
b211,geohydro_allkm_3,1
b211,geohydro_allkm_4,1
b211,geohydro_allkm_5,1
b211,geohydro_allkm_6,1
b211,geohydro_allkm_7,1
b211,geohydro_allkm_8,1
b211,geohydro_allkm_9,1
b211,geohydro_allkm_10,1
b211,egs_nearfield_1,1
b211,egs_nearfield_2,1
b211,egs_nearfield_3,1
b211,egs_nearfield_4,1
b211,egs_nearfield_5,1
b211,egs_nearfield_6,1
b211,egs_nearfield_7,1
b211,egs_nearfield_8,1
b211,egs_nearfield_9,1
b211,egs_nearfield_10,1
b212,BATTERY,1
b212,biopower,1
b212,caes,1
b212,can-imports,1
b212,coal-CCS-F1,1
b212,coal-CCS-F2,1
b212,coal-CCS-F3,1
b212,Coal-IGCC,1
b212,coal-new,1
b212,CoalOldScr,1
b212,CoalOldUns,1
b212,CofireNew,1
b212,CofireOld,1
b212,csp1_1,1
b212,csp1_10,1
b212,csp1_11,1
b212,csp1_12,1
b212,csp1_2,1
b212,csp1_3,1
b212,csp1_4,1
b212,csp1_5,1
b212,csp1_6,1
b212,csp1_7,1
b212,csp1_8,1
b212,csp1_9,1
b212,dac,1
b212,distpv,1
b212,dupv_1,1
b212,dupv_10,1
b212,dupv_2,1
b212,dupv_3,1
b212,dupv_4,1
b212,dupv_5,1
b212,dupv_6,1
b212,dupv_7,1
b212,dupv_8,1
b212,dupv_9,1
b212,electrolyzer,1
b212,Gas-CC,1
b212,Gas-CC-CCS-F1,1
b212,Gas-CC-CCS-F2,1
b212,Gas-CC-CCS-F3,1
b212,Gas-CT,1
b212,hydD,1
b212,hydED,1
b212,hydEND,1
b212,hydND,1
b212,hydNPD,1
b212,hydNPND,1
b212,Hydro,1
b212,hydSD,1
b212,hydSND,1
b212,hydUD,1
b212,hydUND,1
b212,ice,1
b212,lfill-gas,1
b212,MHKwave,1
b212,Nuclear,1
b212,Nuclear-SMR,1
b212,Ocean,1
b212,o-g-s,1
b212,PSH,1
b212,H2-CC,1
b212,H2-CT,1
b212,smr,1
b212,smr_ccs,1
b212,UPV,1
b212,OFSWIND,1
b212,ONSWIND,1
b212,coal-CCS_mod,1
b212,coal-CCS_max,1
b212,Gas-CC-CCS_mod,1
b212,Gas-CC-CCS_max,1
b212,beccs_mod,1
b212,beccs_max,1
b212,dac_gas,1
b212,egs_allkm_1,1
b212,egs_allkm_2,1
b212,egs_allkm_3,1
b212,egs_allkm_4,1
b212,egs_allkm_5,1
b212,egs_allkm_6,1
b212,egs_allkm_7,1
b212,egs_allkm_8,1
b212,egs_allkm_9,1
b212,egs_allkm_10,1
b212,geohydro_allkm_1,1
b212,geohydro_allkm_2,1
b212,geohydro_allkm_3,1
b212,geohydro_allkm_4,1
b212,geohydro_allkm_5,1
b212,geohydro_allkm_6,1
b212,geohydro_allkm_7,1
b212,geohydro_allkm_8,1
b212,geohydro_allkm_9,1
b212,geohydro_allkm_10,1
b212,egs_nearfield_1,1
b212,egs_nearfield_2,1
b212,egs_nearfield_3,1
b212,egs_nearfield_4,1
b212,egs_nearfield_5,1
b212,egs_nearfield_6,1
b212,egs_nearfield_7,1
b212,egs_nearfield_8,1
b212,egs_nearfield_9,1
b212,egs_nearfield_10,1
b213,BATTERY,1
b213,biopower,1
b213,caes,1
b213,can-imports,1
b213,coal-CCS-F1,1
b213,coal-CCS-F2,1
b213,coal-CCS-F3,1
b213,Coal-IGCC,1
b213,coal-new,1
b213,CoalOldScr,1
b213,CoalOldUns,1
b213,CofireNew,1
b213,CofireOld,1
b213,csp1_1,1
b213,csp1_10,1
b213,csp1_11,1
b213,csp1_12,1
b213,csp1_2,1
b213,csp1_3,1
b213,csp1_4,1
b213,csp1_5,1
b213,csp1_6,1
b213,csp1_7,1
b213,csp1_8,1
b213,csp1_9,1
b213,dac,1
b213,distpv,1
b213,dupv_1,1
b213,dupv_10,1
b213,dupv_2,1
b213,dupv_3,1
b213,dupv_4,1
b213,dupv_5,1
b213,dupv_6,1
b213,dupv_7,1
b213,dupv_8,1
b213,dupv_9,1
b213,electrolyzer,1
b213,Gas-CC,1
b213,Gas-CC-CCS-F1,1
b213,Gas-CC-CCS-F2,1
b213,Gas-CC-CCS-F3,1
b213,Gas-CT,1
b213,hydD,1
b213,hydED,1
b213,hydEND,1
b213,hydND,1
b213,hydNPD,1
b213,hydNPND,1
b213,Hydro,1
b213,hydSD,1
b213,hydSND,1
b213,hydUD,1
b213,hydUND,1
b213,ice,1
b213,lfill-gas,1
b213,MHKwave,1
b213,Nuclear,1
b213,Nuclear-SMR,1
b213,Ocean,1
b213,o-g-s,1
b213,PSH,1
b213,H2-CC,1
b213,H2-CT,1
b213,smr,1
b213,smr_ccs,1
b213,UPV,1
b213,OFSWIND,1
b213,ONSWIND,1
b213,coal-CCS_mod,1
b213,coal-CCS_max,1
b213,Gas-CC-CCS_mod,1
b213,Gas-CC-CCS_max,1
b213,beccs_mod,1
b213,beccs_max,1
b213,dac_gas,1
b213,egs_allkm_1,1
b213,egs_allkm_2,1
b213,egs_allkm_3,1
b213,egs_allkm_4,1
b213,egs_allkm_5,1
b213,egs_allkm_6,1
b213,egs_allkm_7,1
b213,egs_allkm_8,1
b213,egs_allkm_9,1
b213,egs_allkm_10,1
b213,geohydro_allkm_1,1
b213,geohydro_allkm_2,1
b213,geohydro_allkm_3,1
b213,geohydro_allkm_4,1
b213,geohydro_allkm_5,1
b213,geohydro_allkm_6,1
b213,geohydro_allkm_7,1
b213,geohydro_allkm_8,1
b213,geohydro_allkm_9,1
b213,geohydro_allkm_10,1
b213,egs_nearfield_1,1
b213,egs_nearfield_2,1
b213,egs_nearfield_3,1
b213,egs_nearfield_4,1
b213,egs_nearfield_5,1
b213,egs_nearfield_6,1
b213,egs_nearfield_7,1
b213,egs_nearfield_8,1
b213,egs_nearfield_9,1
b213,egs_nearfield_10,1
b214,BATTERY,1
b214,biopower,1
b214,caes,1
b214,can-imports,1
b214,coal-CCS-F1,1
b214,coal-CCS-F2,1
b214,coal-CCS-F3,1
b214,Coal-IGCC,1
b214,coal-new,1
b214,CoalOldScr,1
b214,CoalOldUns,1
b214,CofireNew,1
b214,CofireOld,1
b214,csp1_1,1
b214,csp1_10,1
b214,csp1_11,1
b214,csp1_12,1
b214,csp1_2,1
b214,csp1_3,1
b214,csp1_4,1
b214,csp1_5,1
b214,csp1_6,1
b214,csp1_7,1
b214,csp1_8,1
b214,csp1_9,1
b214,dac,1
b214,distpv,1
b214,dupv_1,1
b214,dupv_10,1
b214,dupv_2,1
b214,dupv_3,1
b214,dupv_4,1
b214,dupv_5,1
b214,dupv_6,1
b214,dupv_7,1
b214,dupv_8,1
b214,dupv_9,1
b214,electrolyzer,1
b214,Gas-CC,1
b214,Gas-CC-CCS-F1,1
b214,Gas-CC-CCS-F2,1
b214,Gas-CC-CCS-F3,1
b214,Gas-CT,1
b214,hydD,1
b214,hydED,1
b214,hydEND,1
b214,hydND,1
b214,hydNPD,1
b214,hydNPND,1
b214,Hydro,1
b214,hydSD,1
b214,hydSND,1
b214,hydUD,1
b214,hydUND,1
b214,ice,1
b214,lfill-gas,1
b214,MHKwave,1
b214,Nuclear,1
b214,Nuclear-SMR,1
b214,Ocean,1
b214,o-g-s,1
b214,PSH,1
b214,H2-CC,1
b214,H2-CT,1
b214,smr,1
b214,smr_ccs,1
b214,UPV,1
b214,OFSWIND,1
b214,ONSWIND,1
b214,coal-CCS_mod,1
b214,coal-CCS_max,1
b214,Gas-CC-CCS_mod,1
b214,Gas-CC-CCS_max,1
b214,beccs_mod,1
b214,beccs_max,1
b214,dac_gas,1
b214,egs_allkm_1,1
b214,egs_allkm_2,1
b214,egs_allkm_3,1
b214,egs_allkm_4,1
b214,egs_allkm_5,1
b214,egs_allkm_6,1
b214,egs_allkm_7,1
b214,egs_allkm_8,1
b214,egs_allkm_9,1
b214,egs_allkm_10,1
b214,geohydro_allkm_1,1
b214,geohydro_allkm_2,1
b214,geohydro_allkm_3,1
b214,geohydro_allkm_4,1
b214,geohydro_allkm_5,1
b214,geohydro_allkm_6,1
b214,geohydro_allkm_7,1
b214,geohydro_allkm_8,1
b214,geohydro_allkm_9,1
b214,geohydro_allkm_10,1
b214,egs_nearfield_1,1
b214,egs_nearfield_2,1
b214,egs_nearfield_3,1
b214,egs_nearfield_4,1
b214,egs_nearfield_5,1
b214,egs_nearfield_6,1
b214,egs_nearfield_7,1
b214,egs_nearfield_8,1
b214,egs_nearfield_9,1
b214,egs_nearfield_10,1
b215,BATTERY,1
b215,biopower,1
b215,caes,1
b215,can-imports,1
b215,coal-CCS-F1,1
b215,coal-CCS-F2,1
b215,coal-CCS-F3,1
b215,Coal-IGCC,1
b215,coal-new,1
b215,CoalOldScr,1
b215,CoalOldUns,1
b215,CofireNew,1
b215,CofireOld,1
b215,csp1_1,1
b215,csp1_10,1
b215,csp1_11,1
b215,csp1_12,1
b215,csp1_2,1
b215,csp1_3,1
b215,csp1_4,1
b215,csp1_5,1
b215,csp1_6,1
b215,csp1_7,1
b215,csp1_8,1
b215,csp1_9,1
b215,dac,1
b215,distpv,1
b215,dupv_1,1
b215,dupv_10,1
b215,dupv_2,1
b215,dupv_3,1
b215,dupv_4,1
b215,dupv_5,1
b215,dupv_6,1
b215,dupv_7,1
b215,dupv_8,1
b215,dupv_9,1
b215,electrolyzer,1
b215,Gas-CC,1
b215,Gas-CC-CCS-F1,1
b215,Gas-CC-CCS-F2,1
b215,Gas-CC-CCS-F3,1
b215,Gas-CT,1
b215,hydD,1
b215,hydED,1
b215,hydEND,1
b215,hydND,1
b215,hydNPD,1
b215,hydNPND,1
b215,Hydro,1
b215,hydSD,1
b215,hydSND,1
b215,hydUD,1
b215,hydUND,1
b215,ice,1
b215,lfill-gas,1
b215,MHKwave,1
b215,Nuclear,1
b215,Nuclear-SMR,1
b215,Ocean,1
b215,o-g-s,1
b215,PSH,1
b215,H2-CC,1
b215,H2-CT,1
b215,smr,1
b215,smr_ccs,1
b215,UPV,1
b215,OFSWIND,1
b215,ONSWIND,1
b215,coal-CCS_mod,1
b215,coal-CCS_max,1
b215,Gas-CC-CCS_mod,1
b215,Gas-CC-CCS_max,1
b215,beccs_mod,1
b215,beccs_max,1
b215,dac_gas,1
b215,egs_allkm_1,1
b215,egs_allkm_2,1
b215,egs_allkm_3,1
b215,egs_allkm_4,1
b215,egs_allkm_5,1
b215,egs_allkm_6,1
b215,egs_allkm_7,1
b215,egs_allkm_8,1
b215,egs_allkm_9,1
b215,egs_allkm_10,1
b215,geohydro_allkm_1,1
b215,geohydro_allkm_2,1
b215,geohydro_allkm_3,1
b215,geohydro_allkm_4,1
b215,geohydro_allkm_5,1
b215,geohydro_allkm_6,1
b215,geohydro_allkm_7,1
b215,geohydro_allkm_8,1
b215,geohydro_allkm_9,1
b215,geohydro_allkm_10,1
b215,egs_nearfield_1,1
b215,egs_nearfield_2,1
b215,egs_nearfield_3,1
b215,egs_nearfield_4,1
b215,egs_nearfield_5,1
b215,egs_nearfield_6,1
b215,egs_nearfield_7,1
b215,egs_nearfield_8,1
b215,egs_nearfield_9,1
b215,egs_nearfield_10,1
b216,BATTERY,1
b216,biopower,1
b216,caes,1
b216,can-imports,1
b216,coal-CCS-F1,1
b216,coal-CCS-F2,1
b216,coal-CCS-F3,1
b216,Coal-IGCC,1
b216,coal-new,1
b216,CoalOldScr,1
b216,CoalOldUns,1
b216,CofireNew,1
b216,CofireOld,1
b216,csp1_1,1
b216,csp1_10,1
b216,csp1_11,1
b216,csp1_12,1
b216,csp1_2,1
b216,csp1_3,1
b216,csp1_4,1
b216,csp1_5,1
b216,csp1_6,1
b216,csp1_7,1
b216,csp1_8,1
b216,csp1_9,1
b216,dac,1
b216,distpv,1
b216,dupv_1,1
b216,dupv_10,1
b216,dupv_2,1
b216,dupv_3,1
b216,dupv_4,1
b216,dupv_5,1
b216,dupv_6,1
b216,dupv_7,1
b216,dupv_8,1
b216,dupv_9,1
b216,electrolyzer,1
b216,Gas-CC,1
b216,Gas-CC-CCS-F1,1
b216,Gas-CC-CCS-F2,1
b216,Gas-CC-CCS-F3,1
b216,Gas-CT,1
b216,hydD,1
b216,hydED,1
b216,hydEND,1
b216,hydND,1
b216,hydNPD,1
b216,hydNPND,1
b216,Hydro,1
b216,hydSD,1
b216,hydSND,1
b216,hydUD,1
b216,hydUND,1
b216,ice,1
b216,lfill-gas,1
b216,MHKwave,1
b216,Nuclear,1
b216,Nuclear-SMR,1
b216,Ocean,1
b216,o-g-s,1
b216,PSH,1
b216,H2-CC,1
b216,H2-CT,1
b216,smr,1
b216,smr_ccs,1
b216,UPV,1
b216,OFSWIND,1
b216,ONSWIND,1
b216,coal-CCS_mod,1
b216,coal-CCS_max,1
b216,Gas-CC-CCS_mod,1
b216,Gas-CC-CCS_max,1
b216,beccs_mod,1
b216,beccs_max,1
b216,dac_gas,1
b216,egs_allkm_1,1
b216,egs_allkm_2,1
b216,egs_allkm_3,1
b216,egs_allkm_4,1
b216,egs_allkm_5,1
b216,egs_allkm_6,1
b216,egs_allkm_7,1
b216,egs_allkm_8,1
b216,egs_allkm_9,1
b216,egs_allkm_10,1
b216,geohydro_allkm_1,1
b216,geohydro_allkm_2,1
b216,geohydro_allkm_3,1
b216,geohydro_allkm_4,1
b216,geohydro_allkm_5,1
b216,geohydro_allkm_6,1
b216,geohydro_allkm_7,1
b216,geohydro_allkm_8,1
b216,geohydro_allkm_9,1
b216,geohydro_allkm_10,1
b216,egs_nearfield_1,1
b216,egs_nearfield_2,1
b216,egs_nearfield_3,1
b216,egs_nearfield_4,1
b216,egs_nearfield_5,1
b216,egs_nearfield_6,1
b216,egs_nearfield_7,1
b216,egs_nearfield_8,1
b216,egs_nearfield_9,1
b216,egs_nearfield_10,1
b217,BATTERY,1
b217,biopower,1
b217,caes,1
b217,can-imports,1
b217,coal-CCS-F1,1
b217,coal-CCS-F2,1
b217,coal-CCS-F3,1
b217,Coal-IGCC,1
b217,coal-new,1
b217,CoalOldScr,1
b217,CoalOldUns,1
b217,CofireNew,1
b217,CofireOld,1
b217,csp1_1,1
b217,csp1_10,1
b217,csp1_11,1
b217,csp1_12,1
b217,csp1_2,1
b217,csp1_3,1
b217,csp1_4,1
b217,csp1_5,1
b217,csp1_6,1
b217,csp1_7,1
b217,csp1_8,1
b217,csp1_9,1
b217,dac,1
b217,distpv,1
b217,dupv_1,1
b217,dupv_10,1
b217,dupv_2,1
b217,dupv_3,1
b217,dupv_4,1
b217,dupv_5,1
b217,dupv_6,1
b217,dupv_7,1
b217,dupv_8,1
b217,dupv_9,1
b217,electrolyzer,1
b217,Gas-CC,1
b217,Gas-CC-CCS-F1,1
b217,Gas-CC-CCS-F2,1
b217,Gas-CC-CCS-F3,1
b217,Gas-CT,1
b217,hydD,1
b217,hydED,1
b217,hydEND,1
b217,hydND,1
b217,hydNPD,1
b217,hydNPND,1
b217,Hydro,1
b217,hydSD,1
b217,hydSND,1
b217,hydUD,1
b217,hydUND,1
b217,ice,1
b217,lfill-gas,1
b217,MHKwave,1
b217,Nuclear,1
b217,Nuclear-SMR,1
b217,Ocean,1
b217,o-g-s,1
b217,PSH,1
b217,H2-CC,1
b217,H2-CT,1
b217,smr,1
b217,smr_ccs,1
b217,UPV,1
b217,OFSWIND,1
b217,ONSWIND,1
b217,coal-CCS_mod,1
b217,coal-CCS_max,1
b217,Gas-CC-CCS_mod,1
b217,Gas-CC-CCS_max,1
b217,beccs_mod,1
b217,beccs_max,1
b217,dac_gas,1
b217,egs_allkm_1,1
b217,egs_allkm_2,1
b217,egs_allkm_3,1
b217,egs_allkm_4,1
b217,egs_allkm_5,1
b217,egs_allkm_6,1
b217,egs_allkm_7,1
b217,egs_allkm_8,1
b217,egs_allkm_9,1
b217,egs_allkm_10,1
b217,geohydro_allkm_1,1
b217,geohydro_allkm_2,1
b217,geohydro_allkm_3,1
b217,geohydro_allkm_4,1
b217,geohydro_allkm_5,1
b217,geohydro_allkm_6,1
b217,geohydro_allkm_7,1
b217,geohydro_allkm_8,1
b217,geohydro_allkm_9,1
b217,geohydro_allkm_10,1
b217,egs_nearfield_1,1
b217,egs_nearfield_2,1
b217,egs_nearfield_3,1
b217,egs_nearfield_4,1
b217,egs_nearfield_5,1
b217,egs_nearfield_6,1
b217,egs_nearfield_7,1
b217,egs_nearfield_8,1
b217,egs_nearfield_9,1
b217,egs_nearfield_10,1
b218,BATTERY,1
b218,biopower,1
b218,caes,1
b218,can-imports,1
b218,coal-CCS-F1,1
b218,coal-CCS-F2,1
b218,coal-CCS-F3,1
b218,Coal-IGCC,1
b218,coal-new,1
b218,CoalOldScr,1
b218,CoalOldUns,1
b218,CofireNew,1
b218,CofireOld,1
b218,csp1_1,1
b218,csp1_10,1
b218,csp1_11,1
b218,csp1_12,1
b218,csp1_2,1
b218,csp1_3,1
b218,csp1_4,1
b218,csp1_5,1
b218,csp1_6,1
b218,csp1_7,1
b218,csp1_8,1
b218,csp1_9,1
b218,dac,1
b218,distpv,1
b218,dupv_1,1
b218,dupv_10,1
b218,dupv_2,1
b218,dupv_3,1
b218,dupv_4,1
b218,dupv_5,1
b218,dupv_6,1
b218,dupv_7,1
b218,dupv_8,1
b218,dupv_9,1
b218,electrolyzer,1
b218,Gas-CC,1
b218,Gas-CC-CCS-F1,1
b218,Gas-CC-CCS-F2,1
b218,Gas-CC-CCS-F3,1
b218,Gas-CT,1
b218,hydD,1
b218,hydED,1
b218,hydEND,1
b218,hydND,1
b218,hydNPD,1
b218,hydNPND,1
b218,Hydro,1
b218,hydSD,1
b218,hydSND,1
b218,hydUD,1
b218,hydUND,1
b218,ice,1
b218,lfill-gas,1
b218,MHKwave,1
b218,Nuclear,1
b218,Nuclear-SMR,1
b218,Ocean,1
b218,o-g-s,1
b218,PSH,1
b218,H2-CC,1
b218,H2-CT,1
b218,smr,1
b218,smr_ccs,1
b218,UPV,1
b218,OFSWIND,1
b218,ONSWIND,1
b218,coal-CCS_mod,1
b218,coal-CCS_max,1
b218,Gas-CC-CCS_mod,1
b218,Gas-CC-CCS_max,1
b218,beccs_mod,1
b218,beccs_max,1
b218,dac_gas,1
b218,egs_allkm_1,1
b218,egs_allkm_2,1
b218,egs_allkm_3,1
b218,egs_allkm_4,1
b218,egs_allkm_5,1
b218,egs_allkm_6,1
b218,egs_allkm_7,1
b218,egs_allkm_8,1
b218,egs_allkm_9,1
b218,egs_allkm_10,1
b218,geohydro_allkm_1,1
b218,geohydro_allkm_2,1
b218,geohydro_allkm_3,1
b218,geohydro_allkm_4,1
b218,geohydro_allkm_5,1
b218,geohydro_allkm_6,1
b218,geohydro_allkm_7,1
b218,geohydro_allkm_8,1
b218,geohydro_allkm_9,1
b218,geohydro_allkm_10,1
b218,egs_nearfield_1,1
b218,egs_nearfield_2,1
b218,egs_nearfield_3,1
b218,egs_nearfield_4,1
b218,egs_nearfield_5,1
b218,egs_nearfield_6,1
b218,egs_nearfield_7,1
b218,egs_nearfield_8,1
b218,egs_nearfield_9,1
b218,egs_nearfield_10,1
b219,BATTERY,1
b219,biopower,1
b219,caes,1
b219,can-imports,1
b219,coal-CCS-F1,1
b219,coal-CCS-F2,1
b219,coal-CCS-F3,1
b219,Coal-IGCC,1
b219,coal-new,1
b219,CoalOldScr,1
